"№
п/п";"Код
номенклатуры";Ноенклатура;"Кол-во
на складах";"Макс.
закупка";Опт Карта Рубин;Опт Карта Рубин +;Розничная цена;Оптовая цена;gold;platinum
1062;00079080;Выключатель автоматический модульный 2п C 25А 4.5кА ВА47-29 KARAT IEK MVA20-2-025-C;1;244,15;351;351;351;351;333,45;315,9
1063;00078982;Выключатель автоматический модульный 2п C 25А 4.5кА ВА 47-29 Basic EKF mcb4729-2-25C RS;1;152,58;204; ;204;163;193,8;183,6
1064;00079113;Выключатель автоматический модульный 2п C 25А 4.5кА City9 Set 230В SE C9F34225;128;621,5;890;859;890;745;845,5;801
1065;00079154;Выключатель автоматический модульный 2п C 25  ЭРА Simple;3;152,77; ; ; ; ; ; 
1066;00079153;Выключатель автоматический модульный 2п C 20А ВА47-29 Pro NO-900-29 ЭРА Б0031761 RS;3;250,54;335; ;335;268;318,25;301,5
1067;00079152;Выключатель автоматический модульный 2п C 16А 4.5кА ВА 47-29 SIMPLE-mod-12 ЭРА Б0039229 RS;1;191;216; ;216;173;205,2;194,4
1068;00078981;Выключатель автоматический модульный 2п C 16А 4.5кА ВА 47-29 Basic EKF mcb4729-2-16C RS;1;184,45;247; ;247;197;234,65;222,3
1069;00079112;Выключатель автоматический модульный 2п C 16А 4.5кА City9 Set 230В SE C9F34216;177;583,86;836;807;836;700;794,2;752,4
1070;00079151;Выключатель автоматический модульный 1п C 6А ВА47-29 Pro NO-900-08 ЭРА Б0031743 RS;5;113,83;152; ;152;122;144,4;136,8
1071;00078980;Выключатель автоматический модульный 1п C 6А 4.5кА ВА 47-29 Basic EKF mcb4729-1-06C RS;7;88,66;119; ;119;95;113,05;107,1
1072;00079078;Выключатель автоматический модульный 1п C 63А 4.5кА ВА47-29 IEK MVA20-1-063-C;0; ;266;266;266;266;252,7;239,4
1073;00078979;Выключатель автоматический модульный 1п C 63А 4.5кА ВА 47-29 Basic EKF mcb4729-1-63C RS;0; ;155; ;155;124;147,25;139,5
1074;00079111;Выключатель автоматический модульный 1п C 63А 4.5кА City9 Set 230В SE C9F34163;12;445,06;649;627;649;566;616,55;584,1
1075;00080981;Выключатель автоматический модульный 1п C 50А 4.5кА City9 Set 230В SE C9F34150;12;400,71;601;583;601;505;570,95;540,9
1076;00079150;Выключатель автоматический модульный 1п C 40А ВА47-29 Pro NO-900-16 ЭРА Б0031751 RS;1;118,35;158; ;158;127;150,1;142,2
1077;00078978;Выключатель автоматический модульный 1п C 40А 4.5кА ВА 47-29 Basic EKF mcb4729-1-40C RS;0; ;124; ;124;99;117,8;111,6
1078;00079110;Выключатель автоматический модульный 1п C 40А 4.5кА City9 Set 230В SE C9F34140;82;314,16;445;430;445;372;422,75;400,5
1079;00079128;Выключатель дифференциального тока (УЗО) 2п 40А 30мА тип AC City9 Set 230В SE C9R36240;86;2331,58;3 333,00;3 199,00;3 333,00;2 790,00;3 166,35;2 999,70
1080;00079127;Выключатель дифференциального тока (УЗО) 2п 25А 30мА тип AC City9 Set 230В SE C9R36225;43;2191,92;3 133,00;2 999,00;3 133,00;2 624,00;2 976,35;2 819,70
1081;00079089;Выключатель автоматический трехполюсный ВА47-100 100А C 10кА IEK ЭЛК;0; ;2 298,00;2 298,00;2 298,00;2 298,00;2 183,10;2 068,20
1082;00079142;Выключатель автоматический трехполюсный EASY 9 63А C 4,5кА Schneider Electric ЭЛК;0; ;1 746,00; ;1 746,00;1 572,00;1 658,70;1 571,40
1083;00079141;Выключатель автоматический трехполюсный EASY 9 40А C 4,5кА Schneider Electric ЭЛК;4;676,24;1 369,00; ;1 369,00;1 232,00;1 300,55;1 232,10
1084;00078965;Выключатель автоматический однополюсный SH201L 32А C 4,5кА (SH201L C32) ABB ЭЛК;0; ;321; ;321;288,9;304,95;288,9
1085;00078964;Выключатель автоматический однополюсный SH201L 20А C 4,5кА (SH201L C20) | | ABB ЭЛК;0; ;331,7; ;331,7;298,53;315,12;298,53
1086;00078963;Выключатель автоматический однополюсный SH201 25А C 6кА (SH201 C 25) | SH201C25 | ABB ЭЛК;0; ;388,41; ;388,41;349,57;368,99;349,57
1087;00078962;Выключатель автоматический однополюсный SH201 16А C 6кА (SH201 C 16) | SH201C16 | ABB ЭЛК;0; ;368,08; ;368,08;331,27;349,68;331,27
1088;00079161;Выключатель автоматический модульный 3п C 80А ВА47-100 Pro NO-901-33 ЭРА Б0031794 RS;0; ;2 109,00; ;2 109,00;1 687,00;2 003,55;1 898,10
1089;00078992;Выключатель автоматический модульный 3п C 63А 4.5кА ВА 47-29 Basic EKF mcb4729-3-63C RS;1;347,56;465; ;465;372;441,75;418,5
1090;00079126;Выключатель автоматический модульный 3п C 63А 4.5кА City9 Set 400В SE C9F34363;20;1489,73;2 131,00;2 058,00;2 131,00;1 783,00;2 024,45;1 917,90
1091;00079160;Выключатель автоматический модульный 3п C 50А ВА47-29 Pro NO-900-49 ЭРА Б0031781 RS;6;428,26;573; ;573;458;544,35;515,7
1092;00078990;Выключатель автоматический модульный 3п C 50А 4.5кА ВА 47-29 Basic EKF mcb4729-3-50C RS;4;364,75;488; ;488;390;463,6;439,2
1093;00079125;Выключатель автоматический модульный 3п C 50А 4.5кА City9 Set 400В SE C9F34350;34;1431,54;2 047,00;1 978,00;2 047,00;1 714,00;1 944,65;1 842,30
1094;00079159;Выключатель автоматический модульный 3п C 40А ВА47-29 Pro NO-900-48 ЭРА Б0031780 RS;6;355,64;476; ;476;381;452,2;428,4
1095;00078989;Выключатель автоматический модульный 3п C 40А 4.5кА ВА 47-29 Basic EKF mcb4729-3-40C RS;6;293,72;393; ;393;314;373,35;353,7
1096;00079123;Выключатель автоматический модульный 3п C 40А 4.5кА City9 Set 400В SE C9F34340;35;972,9;1 565,00;1 512,00;1 565,00;1 310,00;1 486,75;1 408,50
1097;00079158;Выключатель автоматический модульный 3п C 32А ВА47-29 Pro NO-900-47 ЭРА Б0031779 RS;7;340,67;458; ;458;366;435,1;412,2
1098;00079087;Выключатель автоматический модульный 3п C 32А 4.5кА ВА47-29 KARAT IEK MVA20-3-032-C;0; ;519;519;519;519;493,05;467,1
1099;00079157;Выключатель автоматический модульный 3п C 32А 4.5кА ВА 47-29 SIMPLE-mod-24 ЭРА Б0039241 RS;9;241,95;324; ;324;259;307,8;291,6
1100;00078988;Выключатель автоматический модульный 3п C 32А 4.5кА ВА 47-29 Basic EKF mcb4729-3-32C RS;13;270,67;362; ;362;290;343,9;325,8
1101;00078987;Выключатель автоматический модульный 3п C 25А 4.5кА ВА 47-29 Basic EKF mcb4729-3-25C RS;1;254,69;341; ;341;273;323,95;306,9
1102;00079122;Выключатель автоматический модульный 3п C 25А 4.5кА City9 Set 400В SE C9F34325;80;938,84;1 343,00;1 297,00;1 343,00;1 125,00;1 275,85;1 208,70
1103;00079085;Выключатель автоматический модульный 3п C 20А 4.5кА ВА47-29 KARAT IEK MVA20-3-020-C;9;382,2;549;549;549;549;521,55;494,1
1104;00079121;Выключатель автоматический модульный 3п C 16А 4.5кА City9 Set 400В SE C9F34316;86;845,73;1 210,00;1 169,00;1 210,00;1 013,00;1 149,50;1 089,00
1105;00079118;Выключатель автоматический модульный 3п C 10А 4.5кА City9 Set 400В SE C9F34310;50;892,29;1 493,00;1 233,00;1 493,00;1 069,00;1 418,35;1 343,70
1106;00078986;Выключатель автоматический модульный 2п C 63А 4.5кА ВА 47-29 Basic EKF mcb4729-2-63C RS;0; ;287; ;287;229;272,65;258,3
1107;00080489;KARINA Рамка 4-ая горизонтальная б/вст белая LEZ;13;115,11;129;129;129;129;122,55;116,1
1108;00080515;KARINA Рамка 3-ая горизонтальная б/вст жемчужно-белый перламутр  LEZ;5;158,17;174;174;174;174;165,3;156,6
1109;00080488;KARINA Рамка 3-ая горизонтальная б/вст белая LEZ;2;100,2;121;121;121;121;114,95;108,9
1110;00080514;KARINA Рамка 2-ая горизонтальная б/вст жемчужно-белый перламутр LEZ;1;115,11;137;137;137;137;130,15;123,3
1111;00080487;KARINA Рамка 2-ая горизонтальная б/вст белая LEZ;18;68,85;86;86;86;86;81,7;77,4
1112;00080525;KARINA Рамка 1-ая горизонтальная б/вст крем LEZ;57;33,24;40;40;40;40;38;36
1113;00080513;KARINA Рамка 1-ая горизонтальная б/вст жемчужно-белый перламутр LEZ;3;62,52;77;77;77;77;73,15;69,3
1114;00080486;KARINA Рамка 1-ая горизонтальная б/вст белая LEZ;0; ;43;43;43;43;40,85;38,7
1115;00080512;KARINA Диммер 800 Вт жемчужно-белый перламутр LEZ;3;553,38;763;763;763;763;724,85;686,7
1116;00080485;KARINA Диммер 800 Вт белый LEZ;7;553,01;542;542;542;542;514,9;487,8
1117;00080511;KARINA Выключатель тройной жемчужно-белый перламутр LEZ;26;143,82;187;187;187;187;177,65;168,3
1118;00080484;KARINA Выключатель тройной белый LEZ;10;120,43;157;157;157;157;149,15;141,3
1119;00080510;KARINA Выключатель с подсветкой жемчужно-белый перламутр LEZ;5;208,93;261;261;261;261;247,95;234,9
1120;00080483;KARINA Выключатель с подсветкой белый LEZ;0; ;193;193;193;193;183,35;173,7
1121;00080509;KARINA Выключатель проходной жемчужно-белый перламутр LEZ;0; ;185;185;185;185;175,75;166,5
1122;00080508;KARINA Выключатель проходной двойной жемчужно-белый перламутр LEZ;11;220,14;306;306;306;306;290,7;275,4
1123;00080482;KARINA Выключатель проходной двойной белый LEZ;10;179,83;234;234;234;234;222,3;210,6
1124;00080481;KARINA Выключатель проходной белый LEZ;0; ;163;163;163;163;154,85;146,7
1125;00080524;KARINA Выключатель крем LEZ;2;106,84;129;129;129;129;122,55;116,1
1126;00080507;KARINA Выключатель жемчужно-белый перламутр LEZ;4;143,24;174;174;174;174;165,3;156,6
1127;00080506;KARINA Выключатель двойной с подсветкой жемчужно-белый перламутр  LEZ;17;238,34;305;305;305;305;289,75;274,5
1128;00080480;KARINA Выключатель двойной с подсветкой белый LEZ;1;197,06;239;239;239;239;227,05;215,1
1129;00080523;KARINA Выключатель двойной крем LEZ;0; ;167;167;167;167;158,65;150,3
1130;00080505;KARINA Выключатель двойной жемчужно-белый перламутр LEZ;6;180,44;219;219;219;219;208,05;197,1
1131;00080479;KARINA Выключатель двойной белый LEZ;4;144,83;177;177;177;177;168,15;159,3
1132;00080478;KARINA Выключатель белый LEZ;2;106,84;138;138;138;138;131,1;124,2
1133;00079091;KARAT Авт. выкл. ВА47-29 3P C 63А 4,5кА IEK;84;589,46;849;849;849;849;806,55;764,1
1134;00086002;MIXTAPE 3 Изолента 0,13х15мм синяя 20м IEK;0; ; ; ; ; ; ; 
1135;00086000;MIXTAPE 3 Изолента 0,13х15мм белая 20м IEK;0; ; ; ; ; ; ; 
1136;00085998;MIXTAPE 3 Изолента 0,13х15мм белая 10м IEK;0; ; ; ; ; ; ; 
1137;00085963;KREPTA 3 Корпус пластиковый ЩРН-П-8 IP41 черный IEK;0; ; ; ; ; ; ; 
1138;00085964;KREPTA 3 Корпус пластиковый ЩРВ-Пк-10 IP41 белый IEK;0; ; ; ; ; ; ; 
1139;00085965;KREPTA 3 Корпус пластиковый ЩРВ-П-12 IP41 черный IEK;0; ; ; ; ; ; ; 
1140;00085970;KREPTA 3 Корпус пластиковый КМПн 2/9-2 IP31 сосна IEK;0; ; ; ; ; ; ; 
1141;00085969;KREPTA 3 Корпус пластиковый КМПн 2/9-1 IP31 белый IEK;0; ; ; ; ; ; ; 
1142;00085968;KREPTA 3 Корпус пластиковый КМПн 2/6 IP30 сосна IEK;0; ; ; ; ; ; ; 
1143;00085967;KREPTA 3 Корпус пластиковый КМПн 2/6 IP30 белый IEK;0; ; ; ; ; ; ; 
1144;00085966;KREPTA 3 Корпус пластиковый КМПн 2/4 IP30 белый IEK;0; ; ; ; ; ; ; 
1145;00080522;KARINA Розетка телефонная евро жемчужно-белый перламутр LEZ;15;191,57;210;210;210;210;199,5;189
1146;00080497;KARINA Розетка телефонная евро белая LEZ;22;161,86;211;211;211;211;200,45;189,9
1147;00080521;KARINA Розетка ТВ оконечная жемчужно-белый перламутр LEZ;12;244,54;277;277;277;277;263,15;249,3
1148;00080496;KARINA Розетка ТВ оконечная белая LEZ;13;212,83;258;258;258;258;245,1;232,2
1149;00080527;KARINA Розетка с/з керамика крем LEZ;8;124;153;153;153;153;145,35;137,7
1150;00080520;KARINA Розетка с/з керамика жемчужно-белый перламутр LEZ;0; ;229;229;229;229;217,55;206,1
1151;00080495;KARINA Розетка с/з керамика белая LEZ;0; ;164;164;164;164;155,8;147,6
1152;00080519;KARINA Розетка с защитой от детей керамика жемчужно-белый перламутр LEZ;0; ;232;232;232;232;220,4;208,8
1153;00080494;KARINA Розетка с защитой от детей керамика белая LEZ;1;151,95;178;178;178;178;169,1;160,2
1154;00080518;KARINA Розетка компьютерная жемчужно-белый перламутр LEZ;2;280,92;366;366;366;366;347,7;329,4
1155;00080493;KARINA Розетка компьютерная белая LEZ;5;307,24;341;341;341;341;323,95;306,9
1156;00080517;KARINA Розетка двойная с/з керамика жемчужно-белый перламутр LEZ;0; ;343;343;343;343;325,85;308,7
1157;00080492;KARINA Розетка двойная с/з керамика белая LEZ;0; ;262;262;262;262;248,9;235,8
1158;00080526;KARINA Розетка двойная б/з керамика крем LEZ;1;162,23;203;203;203;203;192,85;182,7
1159;00080491;KARINA Розетка двойная б/з керамика белая LEZ;2;169,77;207;207;207;207;196,65;186,3
1160;00080490;KARINA Розетка б/з керамика белая LEZ;104;109,31;134;134;134;134;127,3;120,6
1161;00080516;KARINA Рамка 4-ая горизонтальная б/вст жемчужно-белый перламутр LEZ;5;164,79;194;194;194;194;184,3;174,6
1162;00085937;GLORY Выключ. 1-кл. о/у 10А ВС20-1-0-ХС сосна IEK;0; ; ; ; ; ; ; 
1163;00085927;ELASTA Держатель с защелкой CF16 черный IEK;0; ; ; ; ; ; ; 
1164;00079823;ELASTA Держатель с защелкой CF16 IEK;111;3,04;9,63; ;9,63;8,67;9,15;8,67
1165;00085925;ECOLINE Кабель-канал 40х40 белый (24м) IEK;0; ; ; ; ; ; ; 
1166;00085924;ECOLINE Кабель-канал 40х25 белый (24м) IEK;0; ; ; ; ; ; ; 
1167;00085923;ECOLINE Кабель-канал 40х16 белый (30м) IEK;0; ; ; ; ; ; ; 
1168;00085922;ECOLINE Кабель-канал 25х16 сосна (50м) IEK;0; ; ; ; ; ; ; 
1169;00085921;ECOLINE Кабель-канал 25х16 белый (50м) IEK;0; ; ; ; ; ; ; 
1170;00085920;ECOLINE Кабель-канал 20х10 сосна (96м) IEK;0; ; ; ; ; ; ; 
1171;00085919;ECOLINE Кабель-канал 16х16 сосна (84м) IEK;0; ; ; ; ; ; ; 
1172;00085918;ECOLINE Кабель-канал 16х16 белый (84м) IEK;0; ; ; ; ; ; ; 
1173;00085917;ECOLINE Кабель-канал 15х10 сосна (144м) IEK;0; ; ; ; ; ; ; 
1174;00085916;ECOLINE Кабель-канал 15х10 белый (144м) IEK;0; ; ; ; ; ; ; 
1175;00085915;ECOLINE Кабель-канал 12х12 сосна (120м) IEK;0; ; ; ; ; ; ; 
1176;00085913;ECOLINE Кабель-канал 12х12 белый (120м) IEK;0; ; ; ; ; ; ; 
1177;00085926;ECOLINE Кабель-канал 100х60 белый (8м) IEK;0; ; ; ; ; ; ; 
1178;00079324;DIN-рейка перфорир. (300мм.) EKF PROxima;172;35,63;65;62;65;50;61,75;58,5
